DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
PMS Cop|Full Moon||Out|2.0|4:3|14.95|NR|2014|Horror|1.33:1|859831007777|2014-09-09 00:00:00|263582|2014-09-09 00:00:00|1
Prince Of The Night|One 7 Movies||Out|SUB|LBX, 16:9|19.95|NR|1988|Foreign|1.85:1|812592015238|2014-09-09 00:00:00|268053|2014-09-09 00:00:00|1
Prisoner Of Paradise (1980)|Vinegar Syndrome||Out|1.0|LBX, 16:9|17.98|X|1980|Late Night|1.85:1|855011004536|2014-09-09 00:00:00|268460|2014-09-09 00:00:00|1
Project Purgatory|Creep FX||Out|2.0|4:3|14.98|NR|2010|SciFi|1.33:1|824355547023|2014-09-09 00:00:00|268379|2014-09-09 00:00:00|1
Prom Night (1980/ Synapse/ Special Edition)|Synapse||Out|2.0|LBX, 16:9|19.98|R|1980|Horror|1.85:1|654930316696|2014-09-09 00:00:00|268041|2014-09-09 00:00:00|1
Prom Night (1980/ Synapse/ Special Edition/ Blu-ray)|Synapse||Out|2.0|LBX, 16:9, BLU-RAY|24.95|R|1980|Horror|1.85:1|654930316597|2014-09-09 00:00:00|268010|2014-09-09 00:00:00|1
Puccini: La Boheme|Gramola||Out|2.0|4:3|27.99|NR|UNK|Opera|1.33:1|9003643900011|2014-09-09 00:00:00|268516|2014-09-09 00:00:00|1
Pumpkinhead (Shout! Factory/ Collector's Edition/ Blu-ray)|Shout! Factory||Out|2.0|LBX, 16:9, BLU-RAY|29.93|R|1988|Horror|1.85:1|826663151909|2014-09-09 00:00:00|266662|2014-09-09 00:00:00|1
Queen: Live At The Rainbow '74 (Eagle Vision)|Eagle Vision||Out|5.1|LBX, 16:9|14.98|NR|UNK|Music|1.78:1|801213067992|2014-09-09 00:00:00|267867|2014-09-09 00:00:00|1
Queen: Live At The Rainbow '74 (Eagle Vision/ Blu-ray)|Eagle Vision||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.98|NR|UNK|Music|1.78:1|801213098798|2014-09-09 00:00:00|267830|2014-09-09 00:00:00|1
Queen: Live At The Rainbow '74 (Eagle Vision/ Blu-ray/CD Combo)|Eagle Vision||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|29.98|NR|UNK|Music|1.78:1|801213098897|2014-09-09 00:00:00|267827|2014-09-09 00:00:00|1
Queen: Live At The Rainbow '74 (Hollywood Records/ DVD/CD Combo/ Deluxe Box Set)|Hollywood Records||Out|2.0|LBX, 16:9|79.98|NR|UNK|Music|1.78:1|050087313906|2014-09-09 00:00:00|268393|2014-09-09 00:00:00|1
Rage Against The Machine: 20 Years At The Edge (2-Disc)|Chrome Dreams||Out|2.0|4:3|26.95|NR|UNK|Music|1.33:1|823564538594|2014-09-09 00:00:00|267021|2014-09-09 00:00:00|1
Rebirth Of Mothra (Blu-ray) / Rebirth Of Mothra II (Blu-ray) / Rebirth Of Mothra III (Blu-ray)|Sony Pictures||Out|SUB|LBX, 16:9|19.99|NR|VAR|SciFi|1.85:1|043396446595|2014-09-09 00:00:00|267740|2014-09-09 00:00:00|1
Refuge (2012)|Strand||Out|2.0|LBX, 16:9|24.99|NR|2012|Drama|1.85:1|712267332021|2014-09-09 00:00:00|266548|2014-09-09 00:00:00|1
Regular Show: Rigby Pack|Warner Brothers Digital Dist.||Out|2.0|LBX, 16:9|19.82|NR|VAR|Animation|1.78:1|883929411016|2014-09-09 00:00:00|263155|2014-09-09 00:00:00|1
Richard Lewis: Bundle Of Nerves: Diary Of A Young Comic / Drunks / House Of A Lifetime|Video Service Corp.||Out|2.0|4:3|29.95|NR|VAR|Comedy|1.33:1|778854205697|2014-09-09 00:00:00|267033|2014-09-09 00:00:00|1
Ring Of Fire: The Story Of Johnny Cash|Laser Media||Out|2.0|4:3|17.95|NR|UNK|Music|1.33:1|5883007131213|2014-09-09 00:00:00|267506|2014-09-09 00:00:00|1
Rocko's Modern Life: The Complete Series|Shout! Factory||Out|2.0|4:3|29.99|NR|VAR|Animation|1.33:1|826663138627|2013-02-26 00:00:00|269654|2014-09-09 00:00:00|0
Rodgers & Hammerstein's Cinderella (1965/ Shout! Factory)|Shout! Factory||Out|2.0|4:3|19.97|G|1965|Musical|1.33:1|826663151138|2014-09-09 00:00:00|265347|2014-09-09 00:00:00|1
Royal Family: By Royal Appointment|Luxin||Out|2.0|LBX, 16:9|19.98|NR|UNK|Documentary|1.78:1|5060258602321|2014-09-09 00:00:00|267498|2014-09-09 00:00:00|1
Sabrina: Secrets of a Teenage Witch: A Witch And The Werewolf|Lions Gate||Out|2.0|LBX, 16:9|14.98|NR|UNK|Animation|1.78:1|031398202509|2014-09-09 00:00:00|265953|2014-09-09 00:00:00|1
Santana: Corazon, Live From Mexico: Live To Believe It|RCA Records||Out|2.0|LBX, 16:9|14.98|NR|UNK|Music|1.78:1|888430578098|2014-09-09 00:00:00|267289|2014-09-09 00:00:00|1
Santana: Corazon: Live From Mexico: Live It To Believe It (Blu-ray/CD Combo)|RCA Records||Out|2.0|LBX, 16:9, BLU-RAY|24.98|NR|UNK|Music|1.78:1|888430968998|2014-09-09 00:00:00|267916|2014-09-09 00:00:00|1
Santana: Corazon: Live From Mexico: Live It To Believe It (DVD/CD Combo)|RCA Records||Out|2.0|LBX, 16:9|18.98|NR|UNK|Music|1.78:1|888430968899|2014-09-09 00:00:00|267936|2014-09-09 00:00:00|1
Secrets Of Westminster|PBS||Out|2.0|LBX, 16:9|24.99|NR|2014|Documentary|1.78:1|841887020565|2014-09-09 00:00:00|266024|2014-09-09 00:00:00|1
Seizure! (Scorpion Releasing)|Scorpion Releasing||Out|2.0|LBX, 16:9|19.95|PG|1974|Horror|1.85:1|853765005373|2014-09-09 00:00:00|267426|2014-09-09 00:00:00|1
Seizure! (Scorpion Releasing/ Blu-ray)|Scorpion Releasing||Out|2.0|LBX, 16:9, BLU-RAY|29.95|PG|1974|Horror|1.85:1|853765005380|2014-09-09 00:00:00|267429|2014-09-09 00:00:00|1
Sex In The Wild|PBS||Out|2.0|LBX, 16:9|29.99|NR|2014|Documentary|1.78:1|841887021692|2014-09-09 00:00:00|265963|2014-09-09 00:00:00|1
Shame The Devil|Olive Films||Out|2.0|LBX, 16:9|29.95|NR|2013|Suspense/Thriller|1.85:1|887090800600|2014-09-09 00:00:00|267400|2014-09-09 00:00:00|1
Shining Night: A Portrait Of Composer Morten Lauridsen (Hanssler Classics)|Hanssler Classics||Out|2.0|4:3|29.99|NR|2012|Music|1.33:1|4010276027508|2014-09-09 00:00:00|268491|2014-09-09 00:00:00|1
Shock: My Abstraction Of Death|Elite||Out|2.0|LBX, 16:9|14.95|NR|2013|Horror|2.35:1|790594746223|2014-09-09 00:00:00|264471|2014-09-09 00:00:00|1
Shrek's Thrilling Tales|DreamWorks Animated||Out|5.1|LBX, 16:9|14.99|NR|2012|Animation|1.78:1|037117035205|2014-09-09 00:00:00|266803|2014-09-09 00:00:00|1
SnakeHead Swamp|Sony Pictures|2014-10-28 00:00:00|Pending|5.1|LBX, 16:9|20.95|NR|2014|SciFi|1.78:1|043396448414|2014-10-28 00:00:00|269679|2014-09-09 00:00:00|0
SpongeBob SquarePants: Halloween!: Scaredy Pants / Imitation Krabs / Frankendoodle / ...|Nickelodeon||Out|2.0|4:3|14.99|NR|VAR|Animation|1.33:1|032429200891|2014-09-09 00:00:00|266062|2014-09-09 00:00:00|1
SpongeBob SquarePants: Holidays With SpongeBob (3-Disc): Christmas / To Love A Patty / Halloween!|Nickelodeon||Out|2.0|4:3|21.99|NR|VAR|Animation|1.33:1|032429200914|2014-09-09 00:00:00|266232|2014-09-09 00:00:00|1
Star Trek: Compendium (Blu-ray): Star Trek / Star Trek: Into Darkness: IMAX Edition|Paramount||Out|7.1 TRUEHD|LBX, 16:9, BLU-RAY|39.99|PG-13|VAR|SciFi|2.35:1|032429200693|2014-09-09 00:00:00|266834|2014-09-09 00:00:00|1
Star Trek: The Next Generation: All Good Things (Blu-ray)|Paramount|2014-12-02 00:00:00|Pending|7.1 DTS-HD|LBX, 16:9, BLU-RAY|23.99|NR|1994|TV Classics|1.78:1|032429155900|2014-12-02 00:00:00|269661|2014-09-09 00:00:00|0
Steely Dan: Do It Again: The Story Of Steely Dan|Laser Media||Out|2.0|4:3|17.95|NR|UNK|Music|1.33:1|5883007131169|2014-09-09 00:00:00|265650|2014-09-09 00:00:00|1
Stevie Ray Vaughan: Rise Of A Texas Bluesman 1954-1983|Sexy Intellectual Records||Out|2.0|4:3|19.95|NR|UNK|Music|1.33:1|823564539393|2014-09-09 00:00:00|267015|2014-09-09 00:00:00|1
Stress Position|Brink||Out|2.0|LBX, 16:9|19.95|NR|2013|Suspense/Thriller|1.85:1|187830004177|2014-09-09 00:00:00|264467|2014-09-09 00:00:00|1
Supernatural: The Complete 9th Season|Warner Brothers||Out|5.1|LBX, 16:9|59.98|NR|2013|TV Classics|1.78:1|883929375011|2014-09-09 00:00:00|266666|2014-09-09 00:00:00|1
Supernatural: The Complete 9th Season (Blu-ray w/ Digital Copy)|Warner Brothers||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|69.97|NR|2013|TV Classics|1.78:1|883929373673|2014-09-09 00:00:00|266657|2014-09-09 00:00:00|1
Superplanes (3-Disc)|Military Heritage Institute||Out|2.0|4:3|19.98|NR|UNK|Documentary|1.33:1|723721781767|2014-09-09 00:00:00|267504|2014-09-09 00:00:00|1
Switzerland's Amazing Train Rides|Questar||Out|2.0|4:3|19.99|NR|UNK|Special Interest|1.33:1|033937043871|2014-09-02 00:00:00|269668|2014-09-09 00:00:00|0
Taken For Ransom|North American Motion Pictures||Out|2.0|LBX, 16:9|14.93|NR|2013|Suspense/Thriller|1.85:1|883476144771|2014-09-09 00:00:00|266015|2014-09-09 00:00:00|1
Tamako Market: Complete Collection|Sentai FilmWorks||Out|SUB|LBX, 16:9|59.98|MA13|2013|Anime|1.85:1|814131012753|2014-09-09 00:00:00|265007|2014-09-09 00:00:00|1
Tanya Tucker: Live In Concert|San Juan Music Group||Out|2.0|4:3|14.95|NR|UNK|Music|1.33:1|760137631996|2014-09-09 00:00:00|267024|2014-09-09 00:00:00|1
Teen Wolf (1985)|MGM/UA||Out|2.0|LBX, 16:9|9.98|PG|1985|Comedy|1.85:1|883904320623|2014-09-09 00:00:00|267621|2014-09-09 00:00:00|1
Teenage|Oscilloscope Pictures||Out|2.0|LBX, 16:9|34.99|NR|2013|Documentary|1.85:1|896602002579|2014-09-09 00:00:00|265694|2014-09-09 00:00:00|1
Teenage Mutant Ninja Turtles (2012): Showdown In Dimension X|Nickelodeon|2014-12-02 00:00:00|Pending|2.0|LBX, 16:9|19.99|NR|UNK|Animation|1.78:1|032429208200|2014-12-02 00:00:00|269659|2014-09-09 00:00:00|0
Tim Kadlec's Responsive Design Workshop (DVD-ROM)|Peachpit Press||Out|2.0|4:3|99.99|NR|2013|Special Interest|1.33:1|9780321971142|2014-09-11 00:00:00|252972|2014-09-09 00:00:00|1
Titanic: Band Of Courage|MPI Home Video||Out|2.0|LBX, 16:9|24.98|NR|UNK|Documentary|1.85:1|030306720791|2014-09-09 00:00:00|266440|2014-09-09 00:00:00|1
Tomio|Tokyo Shock||Out|SUB|LBX, 16:9|19.98|NR|2011|Foreign|1.85:1|631595140583|2014-09-09 00:00:00|267414|2014-09-09 00:00:00|1
Top Model|One 7 Movies||Out|SUB|4:3|19.95|NR|1987|Foreign|1.33:1|812592015245|2014-09-09 00:00:00|268026|2014-09-09 00:00:00|1
Toscas's Kiss|Icarus Films||Out|2.0|4:3|24.98|NR|1984|Foreign|1.33:1|854565001701|2014-09-09 00:00:00|268266|2014-09-09 00:00:00|1
Touch (2012): The Complete 2nd Season|Olive Films|2014-11-04 00:00:00|Pending|5.1|LBX, 16:9|39.95|NR|2013|TV Classics|1.78:1|887090085403|2014-11-04 00:00:00|269634|2014-09-09 00:00:00|0
Trish Stratus: Stratusphere Yoga|MPI Home Video||Out|2.0|LBX, 16:9|24.98|NR|UNK|Exercise|1.78:1|030306710990|2014-09-09 00:00:00|266394|2014-09-09 00:00:00|1
True Blood (2008): The Complete 7th Season|HBO|2014-11-11 00:00:00|Pending|5.1|LBX, 16:9|59.99|NR|2014|TV Classics|1.78:1|883929414833|2014-11-11 00:00:00|269637|2014-09-09 00:00:00|0
True Blood (2008): The Complete 7th Season (Blu-ray w/ Digital Copy)|HBO|2014-11-11 00:00:00|Pending|5.1 DTS-HD|LBX, 16:9, BLU-RAY|79.98|NR|2014|TV Classics|1.78:1|883929414840|2014-11-11 00:00:00|269704|2014-09-09 00:00:00|0
True Blood (2008: The Complete Series|HBO|2014-11-11 00:00:00|Pending|5.1|LBX, 16:9|249.99|NR|VAR|TV Classics|1.78:1|883929430727|2014-11-11 00:00:00|269639|2014-09-09 00:00:00|0
True Blood (2008: The Complete Series (Blu-ray w/ Digital Copy)|HBO|2014-11-11 00:00:00|Pending|5.1 DTS-HD|LBX, 16:9, BLU-RAY|299.99|NR|VAR|TV Classics|1.78:1|883929430741|2014-11-11 00:00:00|269646|2014-09-09 00:00:00|0
Tyler Perry's A Madea Christmas (Blu-ray w/ Digital Copy)|Lions Gate|2014-11-25 00:00:00|Pending|2.0|LBX, 16:9, BLU-RAY|39.99|PG-13|2013|Comedy|1.85:1|031398206170|2014-11-25 00:00:00|269688|2014-09-09 00:00:00|0
Tyler Perry's A Madea Christmas (w/ Digital Copy)|Lions Gate|2014-11-25 00:00:00|Pending|2.0|LBX, 16:9|29.95|PG-13|2013|Comedy|1.85:1|031398206149|2014-11-25 00:00:00|269680|2014-09-09 00:00:00|0
UFC [Ultimate Fighting Championship] 175|Anchor Bay|2014-11-04 00:00:00|Pending|2.0|4:3|19.98|NR|2014|Special Interest|1.33:1|013132620015|2014-11-04 00:00:00|269684|2014-09-09 00:00:00|0
Ultimate Horror Pack|Anderson Merchandisers||Out|2.0|LBX, 16:9|6.99|NR|VAR|Horror|VAR|037117032945|2014-09-09 00:00:00|265862|2014-09-09 00:00:00|1
Ultimate Zombie Pack|Anderson Merchandisers||Out|2.0|LBX, 16:9|6.99|NR|VAR|Horror|VAR|037117032914|2014-09-09 00:00:00|265892|2014-09-09 00:00:00|1
Unauthorized Saved By The Bell Story (w/ Digital Copy)|Lions Gate|2014-11-04 00:00:00|Pending|2.0|4:3|14.98|NR|2014|Comedy|1.33:1|031398205661|2014-11-04 00:00:00|269669|2014-09-09 00:00:00|0
Upstairs, Downstairs (1971/ Acorn Media)|Acorn Media|2014-11-25 00:00:00|Pending|2.0|4:3|199.99|NR|VAR|TV Classics|1.33:1|054961208098|2014-11-25 00:00:00|269642|2014-09-09 00:00:00|0
Vampire Diaries: The Complete 5th Season (DVD & Blu-ray Combo w/ Digital Copy)|Warner Brothers||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|69.97|NR|2013|TV Classics|1.78:1|883929373796|2014-09-09 00:00:00|266623|2014-09-09 00:00:00|1
Vampire Diaries: The Complete 5th Season(DVD: DVD9)|Warner Brothers||Out|5.1|LBX, 16:9|59.98|NR|2013|TV Classics|1.78:1|883929374229|2014-09-09 00:00:00|266639|2014-09-09 00:00:00|1
Vanity Street (Choice Collection/ On Demand DVD-R)|Sony Pictures|2014-10-28 00:00:00|Pending|2.0|4:3|20.95|NR|1932|Action/Adventure|1.33:1|043396449367|2014-10-28 00:00:00|269695|2014-09-09 00:00:00|0
Victim (2011/ Dir. by Alex Pillai)|Well Go USA||Out|5.1|LBX, 16:9|24.98|NR|2011|Action/Adventure|1.85:1|812491015643|2014-09-09 00:00:00|266522|2014-09-09 00:00:00|1
Victim (2011/ Dir. by Alex Pillai/ Blu-ray)|Well Go USA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|29.98|NR|2011|Action/Adventure|1.85:1|812491015650|2014-09-09 00:00:00|266549|2014-09-09 00:00:00|1
Vivaldi: 7 With One Stroke!: Stuttgart Chamber Orchestra (Audio Only Blu-ray)|Tacet||Out|2.0|4:3, BLU-RAY|29.99|NR|UNK|Music|1.33:1|4009850020554|2014-09-09 00:00:00|268487|2014-09-09 00:00:00|1
Wagner: Das Rheingold: Frankfurt Opera And Museum Orchestra|Oehms Classics||Out|2.0|4:3|34.99|NR|UNK|Opera|1.33:1|4260034869950|2014-09-09 00:00:00|268473|2014-09-09 00:00:00|1
Walk By Faith (2014)|Bridgestone Group||Out|2.0|LBX, 16:9|19.98|NR|2014|Drama|1.85:1|095163886554|2014-09-09 00:00:00|267345|2014-09-09 00:00:00|1
When Harry Tries To Marry|Viva Pictures||Out|2.0|4:3|14.98|PG-13|2011|Comedy|1.33:1|816943010071|2011-10-18 00:00:00|269692|2014-09-09 00:00:00|0
Why We Fight: Battle Of Russia (On Demand DVD-R)|Synergy Entertainment|2014-09-30 00:00:00|Pending|2.0|4:3|14.98|NR|1943|Documentary|1.33:1|874757042695|2014-09-30 00:00:00|269631|2014-09-09 00:00:00|0
Willow Creek|Dark Sky Films||Out|5.1|LBX, 16:9|24.98|NR|2013|Horror|1.85:1|030306821696|2014-09-09 00:00:00|266315|2014-09-09 00:00:00|1
Willow Creek (Blu-ray)|Dark Sky Films||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|29.98|NR|2013|Horror|1.85:1|030306192895|2014-09-09 00:00:00|266333|2014-09-09 00:00:00|1
Words And Pictures|Lions Gate||Out|5.1|LBX, 16:9|19.98|PG-13|2014|Comedy|1.85:1|031398200741|2014-09-09 00:00:00|266181|2014-09-09 00:00:00|1
Words And Pictures (Blu-ray)|Lions Gate||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|24.99|PG-13|2014|Comedy|1.85:1|031398200956|2014-09-09 00:00:00|266057|2014-09-09 00:00:00|1
Wrinkles (Blu-ray)|Cinedigm||Postponed|2.0|LBX, 16:9, BLU-RAY|34.95|NR|2011|Animation|1.85:1|025192221613|2014-06-17 00:00:00|269658|2014-09-09 00:00:00|0
Wuhan Concertory Of Music Symphony Orchestra: The Yellow River Piano Concerto / The Butterfly Lovers Violin Concerto|Silverwolf||Out|2.0|LBX, 16:9|15.99|NR|UNK|Music|1.78:1|787991114540|2014-09-09 00:00:00|267892|2014-09-09 00:00:00|1
WWII On Film (3-Disc)|Questar||Out|2.0|4:3|24.99|NR|VAR|Documentary|1.33:1|033937043857|2014-09-02 00:00:00|269675|2014-09-09 00:00:00|0
Xingu|Breaking Glass Pictures||Out|SUB|LBX, 16:9|24.99|NR|2012|Foreign|2.35:1|857965003986|2014-09-09 00:00:00|266136|2014-09-09 00:00:00|1
Year In The Blue: Inside The Air Force Academy (Blu-ray)|Passion River||Out|2.0|LBX, 16:9, BLU-RAY|29.99|NR|UNK|Documentary|1.78:1|748252801432|2014-09-09 00:00:00|267890|2014-09-09 00:00:00|1
Year In The Blue: Inside The Air Force Academy (Limited Release)|Passion River||Out|2.0|LBX, 16:9|59.95|NR|UNK|Documentary|1.78:1|748252801234|2014-09-09 00:00:00|267664|2014-09-09 00:00:00|1
Young Frankenstein (40th Anniversary/ Blu-ray)|Fox||Out|2.0|LBX, 16:9, BLU-RAY|14.99|PG|1974|Comedy|1.85:1|024543880066|2014-09-09 00:00:00|267423|2014-09-09 00:00:00|1
Zombie Double Feature (Blu-ray): Dead Season / State Of Emergency (2010)|Image||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.98|NR|VAR|VAR|1.78:1|014381001464|2014-09-09 00:00:00|267140|2014-09-09 00:00:00|1
